Project Name ▲,Sample ID,Depth,Biome,Environmental Feature,Environmental Material,Nitrate,Phosphate
Tara Oceans,SAMEA2657078,5,marine biome,sea surface layer,particulate matter,17.0911,1.302
Tara Oceans,SAMEA2656994,5,marine biome,sea surface layer,particulate matter,17.0911,1.302
Tara Oceans,SAMEA2621412,5,marine biome,sea surface layer,particulate matter,17.0911,1.302
Tara Oceans,SAMEA2621410,5,marine biome,sea surface layer,particulate matter,17.0911,1.302
Tara Oceans,SAMEA2657102,120,marine biome,deep chlorophyll maximum layer,particulate matter,-0.409573,0
Tara Oceans,SAMEA2657042,120,marine biome,deep chlorophyll maximum layer,particulate matter,-0.043465,0
Tara Oceans,SAMEA2621282,120,marine biome,deep chlorophyll maximum layer,particulate matter,0.478929,0
Tara Oceans,SAMEA2621280,120,marine biome,deep chlorophyll maximum layer,particulate matter,0.478929,0
Tara Oceans,SAMEA2657029,5,marine biome,sea surface layer,particulate matter,-0.415012,0
Tara Oceans,SAMEA2657067,5,marine biome,sea surface layer,particulate matter,-0.385346,0
Tara Oceans,SAMEA2656977,5,marine biome,sea surface layer,particulate matter,-0.385346,0
Tara Oceans,SAMEA2621265,5,marine biome,sea surface layer,particulate matter,-0.385346,0
Tara Oceans,SAMEA2621263,5,marine biome,sea surface layer,particulate matter,-0.385346,0
Tara Oceans,SAMEA2657101,150,marine biome,deep chlorophyll maximum layer,particulate matter,0.669548,0.051522
Tara Oceans,SAMEA2656998,150,marine biome,deep chlorophyll maximum layer,particulate matter,0.642162,0.051522
Tara Oceans,SAMEA2621226,150,marine biome,deep chlorophyll maximum layer,particulate matter,0.580918,0.051522
Tara Oceans,SAMEA2621225,150,marine biome,deep chlorophyll maximum layer,particulate matter,0.580918,0.051522
Tara Oceans,SAMEA2656962,150,marine biome,deep chlorophyll maximum layer,particulate matter,0.056847,0.051522
Tara Oceans,SAMEA2657095,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2657030,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2657091,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2621209,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2621208,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2657100,100,marine biome,deep chlorophyll maximum layer,particulate matter,0.315989,0.143
Tara Oceans,SAMEA2656972,100,marine biome,deep chlorophyll maximum layer,particulate matter,0.159226,0.143
Tara Oceans,SAMEA2621169,100,marine biome,deep chlorophyll maximum layer,particulate matter,0.241265,0.143
Tara Oceans,SAMEA2621167,100,marine biome,deep chlorophyll maximum layer,particulate matter,0.241265,0.143
Tara Oceans,SAMEA2657053,100,marine biome,deep chlorophyll maximum layer,particulate matter,0.180999,0.143
Tara Oceans,SAMEA2656989,5,marine biome,sea surface layer,particulate matter,0.196821,0.104
Tara Oceans,SAMEA2656961,5,marine biome,sea surface layer,particulate matter,0.263475,0.104
Tara Oceans,SAMEA2657090,5,marine biome,sea surface layer,particulate matter,0.263475,0.104
Tara Oceans,SAMEA2621147,5,marine biome,sea surface layer,particulate matter,0.263475,0.104
Tara Oceans,SAMEA2621145,5,marine biome,sea surface layer,particulate matter,0.263475,0.104
Tara Oceans,SAMEA2656958,5,marine biome,sea surface layer,particulate matter,0.947728,0.309
Tara Oceans,SAMEA2656971,5,marine biome,sea surface layer,particulate matter,0.168013,0.309
Tara Oceans,SAMEA2657034,5,marine biome,sea surface layer,particulate matter,0.168013,0.309
Tara Oceans,SAMEA2621082,5,marine biome,sea surface layer,particulate matter,0.168013,0.309
Tara Oceans,SAMEA2621080,5,marine biome,sea surface layer,particulate matter,0.168013,0.309
Tara Oceans,SAMEA2657009,5,marine biome,sea surface layer,particulate matter,2.09631,0.1455
Tara Oceans,SAMEA2657082,5,marine biome,sea surface layer,particulate matter,2.09631,0.1455
Tara Oceans,SAMEA2657073,5,marine biome,sea surface layer,particulate matter,2.09631,0.1455
Tara Oceans,SAMEA2656956,5,marine biome,sea surface layer,particulate matter,2.45099,0.343
Tara Oceans,SAMEA2620941,5,marine biome,sea surface layer,particulate matter,2.45099,0.343
Tara Oceans,SAMEA2620939,5,marine biome,sea surface layer,particulate matter,2.45099,0.343
Tara Oceans,SAMEA2620847,65,marine biome,deep chlorophyll maximum layer,particulate matter,-0.112031,0.08325
Tara Oceans,SAMEA2620845,65,marine biome,deep chlorophyll maximum layer,particulate matter,-0.112031,0.08325
Tara Oceans,SAMEA2657013,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.166794,0.0815
Tara Oceans,SAMEA2656968,5,marine biome,sea surface layer,particulate matter,-0.166794,0.084
Tara Oceans,SAMEA2657040,5,marine biome,sea surface layer,particulate matter,-0.166794,0.084
Tara Oceans,SAMEA2620583,75,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.159
Tara Oceans,SAMEA2620581,75,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.159
Tara Oceans,SAMEA2657079,70,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.159
Tara Oceans,SAMEA2657020,75,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.159
Tara Oceans,SAMEA2656997,5,marine biome,sea surface layer,particulate matter,0.244232,0.119
Tara Oceans,SAMEA2657050,5,marine biome,sea surface layer,particulate matter,-1.60849,0.0825
Tara Oceans,SAMEA2620418,5,marine biome,sea surface layer,particulate matter,-2.20176,0.0825
Tara Oceans,SAMEA2620267,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.569531,0.2505
Tara Oceans,SAMEA2656974,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.890848,0.2505
Tara Oceans,SAMEA2657004,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.788282,0.2505
Tara Oceans,SAMEA2657056,5,marine biome,sea surface layer,particulate matter,-1.47882,0.0765
Tara Oceans,SAMEA2657089,5,marine biome,sea surface layer,particulate matter,-1.47882,0.0765
Tara Oceans,SAMEA2620249,5,marine biome,sea surface layer,particulate matter,-1.47882,0.0765
Tara Oceans,SAMEA2620222,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.224514,0.846
Tara Oceans,SAMEA2620221,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.224514,0.846
Tara Oceans,SAMEA2657052,70,marine biome,deep chlorophyll maximum layer,particulate matter,12.5707,1.348
Tara Oceans,SAMEA2656995,70,marine biome,deep chlorophyll maximum layer,particulate matter,10.3726,1.348
Tara Oceans,SAMEA2657016,5,marine biome,sea surface layer,particulate matter,-0.301436,0.1565
Tara Oceans,SAMEA2620205,5,marine biome,sea surface layer,particulate matter,-1.34315,0.1565
Tara Oceans,SAMEA2620204,5,marine biome,sea surface layer,particulate matter,-1.34315,0.1565
Tara Oceans,SAMEA2657106,5,marine biome,sea surface layer,particulate matter,-1.34315,0.1565
Tara Oceans,SAMEA2656964,25,marine biome,deep chlorophyll maximum layer,particulate matter,-0.737324,0.2465
Tara Oceans,SAMEA2656967,25,marine biome,deep chlorophyll maximum layer,particulate matter,-1.00636,0.2465
Tara Oceans,SAMEA2656965,5,marine biome,sea surface layer,particulate matter,-0.306531,0.2335
Tara Oceans,SAMEA2657110,5,marine biome,sea surface layer,particulate matter,-1.41558,0.2335
Tara Oceans,SAMEA2620072,5,marine biome,sea surface layer,particulate matter,-1.41558,0.2335
Tara Oceans,SAMEA2620023,25,marine biome,deep chlorophyll maximum layer,particulate matter,1.23012,0.417
Tara Oceans,SAMEA2657069,25,marine biome,deep chlorophyll maximum layer,particulate matter,1.05666,0.417
Tara Oceans,SAMEA2657041,25,marine biome,deep chlorophyll maximum layer,particulate matter,1.28298,0.417
Tara Oceans,SAMEA2657022,5,marine biome,sea surface layer,particulate matter,-0.139576,0.337
Tara Oceans,SAMEA2656981,5,marine biome,sea surface layer,particulate matter,0.889376,0.337
Tara Oceans,SAMEA2620010,5,marine biome,sea surface layer,particulate matter,0.889376,0.337
Tara Oceans,SAMEA2619959,17,marine biome,deep chlorophyll maximum layer,particulate matter,0.367767,0.431
Tara Oceans,SAMEA2619958,17,marine biome,deep chlorophyll maximum layer,particulate matter,0.367767,0.431
Tara Oceans,SAMEA2657098,20,marine biome,deep chlorophyll maximum layer,particulate matter,0.387014,0.431
Tara Oceans,SAMEA2657080,20,marine biome,deep chlorophyll maximum layer,particulate matter,0.387014,0.431
Tara Oceans,SAMEA2657060,5,marine biome,sea surface layer,particulate matter,0.343943,0.3575
Tara Oceans,SAMEA2657099,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.148095,0.0885
Tara Oceans,SAMEA2619918,60,marine biome,deep chlorophyll maximum layer,particulate matter,0.08645,0.0885
Tara Oceans,SAMEA2619917,5,marine biome,deep chlorophyll maximum layer,particulate matter,0.08645,0.144
Tara Oceans,SAMEA2619916,60,marine biome,deep chlorophyll maximum layer,particulate matter,0.08645,0.0885
Tara Oceans,SAMEA2657039,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.067251,0.0885
Tara Oceans,SAMEA2656985,5,marine biome,sea surface layer,particulate matter,-0.927087,0.144
Tara Oceans,SAMEA2657012,5,marine biome,sea surface layer,particulate matter,0.24404,0.04575
Tara Oceans,SAMEA2657055,5,marine biome,sea surface layer,particulate matter,-0.000271,0.04575
Tara Oceans,SAMEA2619869,5,marine biome,sea surface layer,particulate matter,-0.000271,0.04575
Tara Oceans,SAMEA2619850,80,marine biome,deep chlorophyll maximum layer,particulate matter,1.20106,0.025
Tara Oceans,SAMEA2656993,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.465984,0.025
Tara Oceans,SAMEA2656987,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.218477,0.025
Tara Oceans,SAMEA2656970,5,marine biome,sea surface layer,particulate matter,0.241845,0.00875
Tara Oceans,SAMEA2619832,5,marine biome,sea surface layer,particulate matter,-0.541919,0.00875
Tara Oceans,SAMEA2656957,5,marine biome,sea surface layer,particulate matter,-0.541919,0.00875
Tara Oceans,SAMEA2657017,5,marine biome,sea surface layer,particulate matter,-0.007566,0.01225
Tara Oceans,SAMEA2657001,5,marine biome,sea surface layer,particulate matter,-0.137284,0.01225
Tara Oceans,SAMEA2619811,5,marine biome,sea surface layer,particulate matter,-0.137284,0.01225
Tara Oceans,SAMEA2591129,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2591128,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2611384,5,marine biome,sea surface layer,particulate matter,-0.74885,0.00025
Tara Oceans,SAMEA2591116,5,marine biome,sea surface layer,particulate matter,-0.447961,0.00025
Tara Oceans,SAMEA2591115,5,marine biome,sea surface layer,particulate matter,-0.447961,0.00025
Tara Oceans,SAMEA2622843,140,oceanic epipelagic zone biome,marine wind mixed layer,saline water,3.67243,0.566
Tara Oceans,SAMEA2622842,140,oceanic epipelagic zone biome,marine wind mixed layer,saline water,3.67243,0.566
Tara Oceans,SAMEA2622841,140,oceanic epipelagic zone biome,marine wind mixed layer,saline water,3.67243,0.566
Tara Oceans,SAMEA2622823,5,marine biome,sea surface layer,saline water,4.98594,0.55725
Tara Oceans,SAMEA2622822,5,marine biome,sea surface layer,saline water,4.98594,0.55725
Tara Oceans,SAMEA2622821,5,marine biome,sea surface layer,saline water,4.98594,0.55725
Tara Oceans,SAMEA2622801,120,oceanic epipelagic zone biome,marine wind mixed layer,saline water,4.45868,0.4885
Tara Oceans,SAMEA2622800,120,oceanic epipelagic zone biome,marine wind mixed layer,saline water,4.45868,0.4885
Tara Oceans,SAMEA2622799,120,oceanic epipelagic zone biome,marine wind mixed layer,saline water,4.45868,0.4885
Tara Oceans,SAMEA2622765,5,marine biome,sea surface layer,saline water,5.11186,0.63025
Tara Oceans,SAMEA2622764,5,marine biome,sea surface layer,saline water,5.11186,0.63025
Tara Oceans,SAMEA2622763,5,marine biome,sea surface layer,saline water,5.11186,0.63025
Tara Oceans,SAMEA2622738,150,oceanic epipelagic zone biome,marine wind mixed layer,saline water,5.02326,0.6607
Tara Oceans,SAMEA2622737,150,oceanic epipelagic zone biome,marine wind mixed layer,saline water,5.02326,0.6607
Tara Oceans,SAMEA2622736,150,oceanic epipelagic zone biome,marine wind mixed layer,saline water,5.02326,0.6607
Tara Oceans,SAMEA2622716,5,marine biome,sea surface layer,saline water,3.86841,0.53495
Tara Oceans,SAMEA2622715,5,marine biome,sea surface layer,saline water,3.86841,0.53495
Tara Oceans,SAMEA2622696,115,marine biome,deep chlorophyll maximum layer,saline water,2.33358,0.582933
Tara Oceans,SAMEA2622695,115,marine biome,deep chlorophyll maximum layer,saline water,2.33358,0.582933
Tara Oceans,SAMEA2622694,115,marine biome,deep chlorophyll maximum layer,saline water,2.33358,0.582933
Tara Oceans,SAMEA2622658,5,marine biome,sea surface layer,saline water,3.98636,0.56795
Tara Oceans,SAMEA2622657,5,marine biome,sea surface layer,saline water,3.98636,0.56795
Tara Oceans,SAMEA2622656,5,marine biome,sea surface layer,saline water,3.98636,0.56795
Tara Oceans,SAMEA2621278,120,marine biome,deep chlorophyll maximum layer,saline water,0.478929,0
Tara Oceans,SAMEA2621277,120,marine biome,deep chlorophyll maximum layer,saline water,0.478929,0
Tara Oceans,SAMEA2621260,5,marine biome,sea surface layer,saline water,-0.385346,0
Tara Oceans,SAMEA2621259,5,marine biome,sea surface layer,saline water,-0.385346,0
Tara Oceans,SAMEA2621222,150,marine biome,deep chlorophyll maximum layer,saline water,0.580918,0.051522
Tara Oceans,SAMEA2621221,150,marine biome,deep chlorophyll maximum layer,saline water,0.580918,0.051522
Tara Oceans,SAMEA2621204,5,marine biome,sea surface layer,saline water,0.030608,0.055883
Tara Oceans,SAMEA2621203,5,marine biome,sea surface layer,saline water,0.030608,0.055883
Tara Oceans,SAMEA2621101,800,marine biome,marine mesopelagic zone,saline water,37.7793,2.522
Tara Oceans,SAMEA2621099,800,marine biome,marine mesopelagic zone,saline water,37.7793,2.522
Tara Oceans,SAMEA2621076,5,marine biome,sea surface layer,saline water,0.168013,0.309
Tara Oceans,SAMEA2621075,5,marine biome,sea surface layer,saline water,0.168013,0.309
Tara Oceans,SAMEA2621003,700,marine biome,marine mesopelagic zone,saline water,25.8469,1.529
Tara Oceans,SAMEA2620836,65,marine biome,deep chlorophyll maximum layer,saline water,-0.112031,0.08325
Tara Oceans,SAMEA2620413,5,marine biome,sea surface layer,saline water,-2.20176,0.0825
Tara Oceans,SAMEA2620198,5,marine biome,sea surface layer,saline water,-1.34315,0.1565
Tara Oceans,SAMEA2620106,270,marine biome,marine mesopelagic zone,saline water,19.5665,2.64
Tara Oceans,SAMEA2620065,5,marine biome,sea surface layer,saline water,-1.41558,0.2335
Tara Oceans,SAMEA2620039,340,marine biome,marine mesopelagic zone,saline water,22.4446,2.639
Tara Oceans,SAMEA2620004,5,marine biome,sea surface layer,saline water,0.889376,0.337
Tara Oceans,SAMEA2619888,5,marine biome,sea surface layer,saline water,-0.927087,0.144
Tara Oceans,SAMEA2620428,5,marine biome,sea surface layer,saline water,-2.20176,0.096
Tara Oceans,SAMEA2620373,5,marine biome,sea surface layer,saline water,0.477267,0.102
Tara Oceans,SAMEA2620286,5,marine biome,sea surface layer,saline water,-0.711536,0.0705
Tara Oceans,SAMEA2620107,270,marine biome,marine mesopelagic zone,saline water,19.5665,2.64
Tara Oceans,SAMEA2620066,5,marine biome,sea surface layer,saline water,-1.41558,0.2335
Tara Oceans,SAMEA2620040,340,marine biome,marine mesopelagic zone,saline water,22.4446,2.639
Tara Oceans,SAMEA2620005,5,marine biome,sea surface layer,saline water,0.889376,0.337
Tara Oceans,SAMEA2619808,5,marine biome,sea surface layer,saline water,-0.137284,0.01225
Tara Oceans,SAMEA2623403,450,marine biome,marine mesopelagic zone,saline water,36.8861,3.155
Tara Oceans,SAMEA2623385,60,marine biome,deep chlorophyll maximum layer,saline water,22.0878,1.108
Tara Oceans,SAMEA2623365,5,marine biome,sea surface layer,saline water,-1.18432,0.1575
Tara Oceans,SAMEA2623327,375,marine biome,marine mesopelagic zone,saline water,35.7167,2.9545
Tara Oceans,SAMEA2623290,5,marine biome,sea surface layer,saline water,3.24131,0.456
Tara Oceans,SAMEA2622852,140,oceanic epipelagic zone biome,marine wind mixed layer,saline water,3.67243,0.566
Tara Oceans,SAMEA2622832,5,marine biome,sea surface layer,saline water,4.98594,0.55725
Tara Oceans,SAMEA2622810,120,oceanic epipelagic zone biome,marine wind mixed layer,saline water,4.45868,0.4885
Tara Oceans,SAMEA2622788,5,marine biome,sea surface layer,saline water,5.11186,0.63025
Tara Oceans,SAMEA2622752,150,oceanic epipelagic zone biome,marine wind mixed layer,saline water,5.02326,0.6607
Tara Oceans,SAMEA2622725,5,marine biome,sea surface layer,saline water,3.86841,0.53495
Tara Oceans,SAMEA2622705,115,marine biome,deep chlorophyll maximum layer,saline water,2.33358,0.582933
Tara Oceans,SAMEA2622667,5,marine biome,sea surface layer,saline water,3.98636,0.56795
Tara Oceans,SAMEA2622497,90,marine biome,deep chlorophyll maximum layer,saline water,1.41152,0.443
Tara Oceans,SAMEA2622473,5,marine biome,sea surface layer,saline water,2.56873,0.5
Tara Oceans,SAMEA2622242,40,marine biome,deep chlorophyll maximum layer,saline water,20.3283,1.8615
Tara Oceans,SAMEA2622212,480,marine biome,marine mesopelagic zone,saline water,40.009,2.853
Tara Oceans,SAMEA2622190,5,marine biome,sea surface layer,saline water,11.689,1.02575
Tara Oceans,SAMEA2622166,177,marine biome,marine mesopelagic zone,saline water,21.0684,2.68675
Tara Oceans,SAMEA2622142,50,marine biome,deep chlorophyll maximum layer,saline water,1.50198,0.7785
Tara Oceans,SAMEA2622112,5,marine biome,sea surface layer,saline water,4.59074,0.67725
Tara Oceans,SAMEA2621564,790,marine biome,marine mesopelagic zone,saline water,38.8212,2.614
Tara Oceans,SAMEA2621528,5,marine biome,sea surface layer,saline water,27.5012,2.1055
Tara Oceans,SAMEA2621502,5,marine biome,sea surface layer,saline water,24.423,1.723
Tara Oceans,SAMEA2621416,5,marine biome,sea surface layer,saline water,17.0911,1.302
Tara Oceans,SAMEA2621285,120,marine biome,deep chlorophyll maximum layer,saline water,0.478929,0
Tara Oceans,SAMEA2621010,700,marine biome,marine mesopelagic zone,saline water,25.8469,1.529
Tara Oceans,SAMEA2620421,5,marine biome,sea surface layer,saline water,-2.20176,0.0825
Tara Oceans,SAMEA2620120,270,marine biome,marine mesopelagic zone,saline water,19.5665,2.64
Tara Oceans,SAMEA2620053,340,marine biome,marine mesopelagic zone,saline water,22.4446,2.639
Tara Oceans,SAMEA2619872,5,marine biome,sea surface layer,saline water,-0.000271,0.04575
Tara Oceans,SAMEA2622357,30,marine biome,deep chlorophyll maximum layer,saline water,3.88661,0.50475
Tara Oceans,SAMEA2622331,5,marine biome,sea surface layer,saline water,1.21011,0.2865
Tara Oceans,SAMEA2621548,90,marine biome,deep chlorophyll maximum layer,saline water,33.1092,2.309
Tara Oceans,SAMEA2621448,40,marine biome,deep chlorophyll maximum layer,saline water,17.1118,1.356
Tara Oceans,SAMEA2621271,5,marine biome,sea surface layer,saline water,-0.385346,0
Tara Oceans,SAMEA2621229,150,marine biome,deep chlorophyll maximum layer,saline water,0.580918,0.051522
Tara Oceans,SAMEA2621213,5,marine biome,sea surface layer,saline water,0.030608,0.055883
Tara Oceans,SAMEA2621191,800,marine biome,marine mesopelagic zone,saline water,38.4485,2.618
Tara Oceans,SAMEA2621173,100,marine biome,deep chlorophyll maximum layer,saline water,0.241265,0.143
Tara Oceans,SAMEA2621151,5,marine biome,sea surface layer,saline water,0.263475,0.104
Tara Oceans,SAMEA2621107,800,marine biome,marine mesopelagic zone,saline water,37.7793,2.522
Tara Oceans,SAMEA2621085,5,marine biome,sea surface layer,saline water,0.168013,0.309
Tara Oceans,SAMEA2620947,5,marine biome,sea surface layer,saline water,2.45099,0.343
Tara Oceans,SAMEA2620852,65,marine biome,deep chlorophyll maximum layer,saline water,-0.112031,0.08325
Tara Oceans,SAMEA2620588,75,marine biome,deep chlorophyll maximum layer,saline water,0.244232,0.159
Tara Oceans,SAMEA2620384,5,marine biome,sea surface layer,saline water,0.477267,0.102
Tara Oceans,SAMEA2620273,80,marine biome,deep chlorophyll maximum layer,saline water,0.569531,0.2505
Tara Oceans,SAMEA2620256,5,marine biome,sea surface layer,saline water,-1.47882,0.0765
Tara Oceans,SAMEA2620227,60,marine biome,deep chlorophyll maximum layer,saline water,-0.224514,0.846
Tara Oceans,SAMEA2620210,5,marine biome,sea surface layer,saline water,-1.34315,0.1565
Tara Oceans,SAMEA2620094,25,marine biome,deep chlorophyll maximum layer,saline water,-0.611888,0.2465
Tara Oceans,SAMEA2620078,5,marine biome,sea surface layer,saline water,-1.41558,0.2335
Tara Oceans,SAMEA2620027,25,marine biome,deep chlorophyll maximum layer,saline water,1.23012,0.417
Tara Oceans,SAMEA2620014,5,marine biome,sea surface layer,saline water,0.889376,0.337
Tara Oceans,SAMEA2619962,17,marine biome,deep chlorophyll maximum layer,saline water,0.367767,0.431
Tara Oceans,SAMEA2619923,60,marine biome,deep chlorophyll maximum layer,saline water,0.08645,0.0885
Tara Oceans,SAMEA2619903,5,marine biome,sea surface layer,saline water,-0.927087,0.144
Tara Oceans,SAMEA2619854,80,marine biome,deep chlorophyll maximum layer,saline water,1.20106,0.025
Tara Oceans,SAMEA2619838,5,marine biome,sea surface layer,saline water,-0.541919,0.00875
Tara Oceans,SAMEA2619815,5,marine biome,sea surface layer,saline water,-0.137284,0.01225
Tara Oceans,SAMEA2591132,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2591119,5,marine biome,sea surface layer,saline water,-0.447961,0.00025
Tara Oceans,SAMEA2620084,25,marine biome,deep chlorophyll maximum layer,saline water,-0.611888,0.2465
Tara Oceans,SAMEA2623886,5,marine biome,sea surface layer,saline water,2.99923,0.1595
Tara Oceans,SAMEA2623868,80,marine biome,deep chlorophyll maximum layer,saline water,1.56535,0.022
Tara Oceans,SAMEA2623850,5,marine biome,sea surface layer,saline water,0.334082,0.0125
Tara Oceans,SAMEA2623826,40,marine biome,deep chlorophyll maximum layer,saline water,1.21028,0
Tara Oceans,SAMEA2623808,5,marine biome,sea surface layer,saline water,-0.328716,0.0055
Tara Oceans,SAMEA2623794,740,marine biome,marine mesopelagic zone,saline water,21.2692,1.34475
Tara Oceans,SAMEA2623756,250,marine biome,marine mesopelagic zone,saline water,4.0429,0.179
Tara Oceans,SAMEA2623693,640,marine biome,marine mesopelagic zone,saline water,21.8309,1.3135
Tara Oceans,SAMEA2623627,5,marine biome,sea surface layer,saline water,3.47819,0.33275
Tara Oceans,SAMEA2623513,640,marine biome,marine mesopelagic zone,saline water,31.8512,1.2175
Tara Oceans,SAMEA2623463,5,marine biome,sea surface layer,saline water,-2.2118,0.003
Tara Oceans,SAMEA2623446,5,marine biome,sea surface layer,saline water,-1.72396,0.0132
Tara Oceans,SAMEA2623426,5,marine biome,sea surface layer,saline water,-3.79669,0.09345
Tara Oceans,SAMEA2623390,450,marine biome,marine mesopelagic zone,saline water,36.8861,3.155
Tara Oceans,SAMEA2623370,60,marine biome,deep chlorophyll maximum layer,saline water,22.0878,1.108
Tara Oceans,SAMEA2623350,5,marine biome,sea surface layer,saline water,-1.18432,0.1575
Tara Oceans,SAMEA2623314,375,marine biome,marine mesopelagic zone,saline water,35.7167,2.9545
Tara Oceans,SAMEA2623275,5,marine biome,sea surface layer,saline water,3.24131,0.456
Tara Oceans,SAMEA2623135,45,marine biome,deep chlorophyll maximum layer,saline water,4.83272,0.43225
Tara Oceans,SAMEA2623116,5,marine biome,sea surface layer,saline water,-0.673592,0.2925
Tara Oceans,SAMEA2623079,115,marine biome,deep chlorophyll maximum layer,saline water,0.732507,0.1252
Tara Oceans,SAMEA2623059,5,marine biome,sea surface layer,saline water,-0.979589,0.0062
Tara Oceans,SAMEA2622923,40,marine biome,deep chlorophyll maximum layer,saline water,4.36571,0.54925
Tara Oceans,SAMEA2622901,5,marine biome,sea surface layer,saline water,2.46716,0.53975
Tara Oceans,SAMEA2622837,140,oceanic epipelagic zone biome,marine wind mixed layer,saline water,3.67243,0.566
Tara Oceans,SAMEA2622817,5,marine biome,sea surface layer,saline water,4.98594,0.55725
Tara Oceans,SAMEA2622796,120,oceanic epipelagic zone biome,marine wind mixed layer,saline water,4.45868,0.4885
Tara Oceans,SAMEA2622759,5,marine biome,sea surface layer,saline water,5.11186,0.63025
Tara Oceans,SAMEA2622733,150,oceanic epipelagic zone biome,marine wind mixed layer,saline water,5.02326,0.6607
Tara Oceans,SAMEA2622710,5,marine biome,sea surface layer,saline water,3.86841,0.53495
Tara Oceans,SAMEA2622690,115,marine biome,deep chlorophyll maximum layer,saline water,2.33358,0.582933
Tara Oceans,SAMEA2622652,5,marine biome,sea surface layer,saline water,3.98636,0.56795
Tara Oceans,SAMEA2622545,155,marine biome,deep chlorophyll maximum layer,saline water,0.476585,0.1145
Tara Oceans,SAMEA2622518,5,marine biome,sea surface layer,saline water,-0.916543,0.14225
Tara Oceans,SAMEA2622478,90,marine biome,deep chlorophyll maximum layer,saline water,1.41152,0.443
Tara Oceans,SAMEA2622452,5,marine biome,sea surface layer,saline water,2.56873,0.5
Tara Oceans,SAMEA2622402,50,marine biome,deep chlorophyll maximum layer,saline water,10.9451,0.9295
Tara Oceans,SAMEA2622376,5,marine biome,sea surface layer,saline water,6.72934,0.77275
Tara Oceans,SAMEA2622336,30,marine biome,deep chlorophyll maximum layer,saline water,3.88661,0.50475
Tara Oceans,SAMEA2622316,5,marine biome,sea surface layer,saline water,1.21011,0.2865
Tara Oceans,SAMEA2622219,40,marine biome,deep chlorophyll maximum layer,saline water,20.3283,1.8615
Tara Oceans,SAMEA2622197,480,marine biome,marine mesopelagic zone,saline water,40.009,2.853
Tara Oceans,SAMEA2622173,5,marine biome,sea surface layer,saline water,11.689,1.02575
Tara Oceans,SAMEA2622149,177,marine biome,marine mesopelagic zone,saline water,21.0684,2.68675
Tara Oceans,SAMEA2622119,50,marine biome,deep chlorophyll maximum layer,saline water,1.50198,0.7785
Tara Oceans,SAMEA2622097,5,marine biome,sea surface layer,saline water,4.59074,0.67725
Tara Oceans,SAMEA2622074,5,marine biome,sea surface layer,saline water,-1.7374,0.2975
Tara Oceans,SAMEA2622048,488,marine biome,marine mesopelagic zone,saline water,24.644,2.023
Tara Oceans,SAMEA2621990,5,marine biome,sea surface layer,saline water,-1.56749,0.1815
Tara Oceans,SAMEA2621859,5,marine biome,sea surface layer,saline water,-0.372718,0.1575
Tara Oceans,SAMEA2621839,5,marine biome,sea surface layer,saline water,-0.39754,0.2425
Tara Oceans,SAMEA2621812,35,marine biome,deep chlorophyll maximum layer,saline water,0.660123,1.08725
Tara Oceans,SAMEA2621779,5,marine biome,sea surface layer,saline water,-1.48507,0.52125
Tara Oceans,SAMEA2621551,790,marine biome,marine mesopelagic zone,saline water,38.8212,2.614
Tara Oceans,SAMEA2621536,90,marine biome,deep chlorophyll maximum layer,saline water,33.1092,2.309
Tara Oceans,SAMEA2621509,5,marine biome,sea surface layer,saline water,27.5012,2.1055
Tara Oceans,SAMEA2621487,5,marine biome,sea surface layer,saline water,24.423,1.723
Tara Oceans,SAMEA2621423,40,marine biome,deep chlorophyll maximum layer,saline water,17.1118,1.356
Tara Oceans,SAMEA2621401,5,marine biome,sea surface layer,saline water,17.0911,1.302
Tara Oceans,SAMEA2621272,120,marine biome,deep chlorophyll maximum layer,saline water,0.478929,0
Tara Oceans,SAMEA2621254,5,marine biome,sea surface layer,saline water,-0.385346,0
