Project Name,Sample ID,Latitude,Longitude,latlong,Depth,Datetime,Start Date,End Date,Biome,Environmental Feature,Environmental Material,Oxygen,Temperature,Nitrate
Tara Oceans,SAMEA2622441,-1.8191,-84.6284,"(-1.8191,-84.6284),(-1.8902,-84.6141)",380,,Sun May 22 2011 13:20:00 GMT-0700 (MST),Sun May 22 2011 20:46:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,1.27395,10.2584,34.6449
Tara Oceans,SAMEA2622417,-1.8505,-84.6318,"(-1.8505,-84.6318),(-1.9002,-84.6265)",50,,Sat May 21 2011 21:00:00 GMT-0700 (MST),Sat May 21 2011 23:02:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,144.634,21.8146,10.9451
Tara Oceans,SAMEA2622391,-1.972,-84.601,"(-1.972,-84.601),(-2.0133,-84.589)",5,,Sat May 21 2011 12:27:00 GMT-0700 (MST),Sat May 21 2011 18:06:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.816,23.8683,6.72934
Tara Oceans,SAMEA2622369,2.1008,-84.5107,"(2.1008,-84.5107),(2.0649,-84.5546)",380,,Fri May 13 2011 16:08:00 GMT-0700 (MST),Fri May 13 2011 23:08:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,2.51667,11.3158,33.916
Tara Oceans,SAMEA2622305,0.0735,-84.5995,"(0.0735,-84.5995),(0.0063,-84.585)",380,,Wed May 04 2011 12:45:00 GMT-0700 (MST),Wed May 04 2011 19:48:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,4.60625,10.193,37.6941
Tara Oceans,SAMEA2622278,0.09,-84.6467,"(0.09,-84.6467),(0.0307,-84.612)",40,,Tue May 03 2011 20:52:00 GMT-0700 (MST),Tue May 03 2011 23:37:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,148.901,22.1675,9.68462
Tara Oceans,SAMEA2622258,0.0422,-84.6168,"(0.0422,-84.6168),(-0.0283,-84.5862)",5,,Tue May 03 2011 12:27:00 GMT-0700 (MST),Tue May 03 2011 16:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.111,25.5043,5.71519
Tara Oceans,SAMEA2622206,-5.2771,-85.2995,"(-5.2771,-85.2995),(-5.261,-85.1678)",480,,Fri Apr 22 2011 12:08:00 GMT-0700 (MST),Fri Apr 22 2011 17:13:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,4.42525,9.19582,40.009
Tara Oceans,SAMEA2622158,-12.9057,-96.155,"(-12.9057,-96.155),(-12.9794,-96.0232)",177,,Sat Apr 16 2011 13:03:00 GMT-0700 (MST),Sat Apr 16 2011 19:52:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,0.70843,13.0146,21.0684
Tara Oceans,SAMEA2622067,-25.8339,-111.8078,"(-25.8339,-111.8078),(-25.8076,-111.6906)",488,,Mon Apr 04 2011 13:55:00 GMT-0700 (MST),Mon Apr 04 2011 22:34:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,155.558,8.11313,24.644
Tara Oceans,SAMEA2621971,-28.2203,-107.902,"(-28.2203,-107.902),(-28.1874,-107.6385)",175,,Mon Mar 28 2011 22:23:00 GMT-0700 (MST),Tue Mar 29 2011 04:22:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,217.199,18.3343,1.20477
Tara Oceans,SAMEA2621922,-28.1483,-107.4542,"(-28.1483,-107.4542),(-28.1698,-107.3833)",5,,Sun Mar 27 2011 13:47:00 GMT-0700 (MST),Sun Mar 27 2011 15:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.323,24.7463,-1.01044
Tara Oceans,SAMEA2621894,-29.6267,-101.3578,"(-29.6267,-101.3578),(-29.668,-101.2285)",155,,Thu Mar 24 2011 19:09:00 GMT-0700 (MST),Thu Mar 24 2011 23:14:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,221.335,18.1338,0.110812
Tara Oceans,SAMEA2621872,-29.6749,-101.2137,"(-29.6749,-101.2137),(-29.7238,-101.1604)",5,,Thu Mar 24 2011 13:00:00 GMT-0700 (MST),Thu Mar 24 2011 15:25:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,204.138,23.7991,-0.372718
Tara Oceans,SAMEA2621854,-31.4372,-93.9573,"(-31.4372,-93.9573),(-31.4424,-93.9597)",5,,Mon Mar 21 2011 13:01:00 GMT-0700 (MST),Mon Mar 21 2011 14:44:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,211.065,22.4135,-0.399569
Tara Oceans,SAMEA2621823,-33.832,-73.0366,"(-33.832,-73.0366),(-33.9116,-73.0537)",35,,Sat Mar 12 2011 19:36:00 GMT-0700 (MST),Sat Mar 12 2011 20:57:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,237.215,16.4011,0.660123
Tara Oceans,SAMEA2621791,-33.8785,-73.0369,"(-33.8785,-73.0369),(-34.0614,-73.1066)",5,,Sat Mar 12 2011 11:34:00 GMT-0700 (MST),Sat Mar 12 2011 14:45:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,244.862,18.0145,-1.48507
Tara Oceans,SAMEA2621609,-64.2354,-53.0393,"(-64.2354,-53.0393),(-64.3183,-53.1081)",35,,Sun Jan 09 2011 19:25:00 GMT-0700 (MST),Sun Jan 09 2011 21:20:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,321.805,-1.6529,28.9664
Tara Oceans,SAMEA2621583,-64.3453,-53.0231,"(-64.3453,-53.0231),(-64.3595,-53.0063)",5,,Sun Jan 09 2011 10:54:00 GMT-0700 (MST),Sun Jan 09 2011 15:42:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,396.29,-0.56135,11.9924
Tara Oceans,SAMEA2621470,-54.3793,-65.0211,"(-54.3793,-65.0211),(-54.3739,-65.1342)",5,,Thu Dec 16 2010 11:58:00 GMT-0700 (MST),Thu Dec 16 2010 13:07:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,293.313,7.3549,11.0037
Tara Oceans,SAMEA2621388,-44.6399,-52.1384,"(-44.6399,-52.1384),(-44.5913,-52.1804)",35,,Thu Dec 02 2010 18:52:00 GMT-0700 (MST),Thu Dec 02 2010 21:26:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,254.912,13.2441,3.68799
Tara Oceans,SAMEA2621362,-44.539,-52.4083,"(-44.539,-52.4083),(-44.5342,-52.455)",5,,Thu Dec 02 2010 10:28:00 GMT-0700 (MST),Thu Dec 02 2010 11:30:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,252.603,13.8644,1.85559
Tara Oceans,SAMEA2621337,-40.6846,-51.8511,"(-40.6846,-51.8511),(-40.6241,-51.9229)",85,,Mon Nov 29 2010 19:37:00 GMT-0700 (MST),Mon Nov 29 2010 22:04:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,210.626,18.254,1.35093
Tara Oceans,SAMEA2621315,-40.6494,-52.1546,"(-40.6494,-52.1546),(-40.6511,-52.182)",5,,Mon Nov 29 2010 11:21:00 GMT-0700 (MST),Mon Nov 29 2010 12:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,228.458,19.3074,-1.55607
Tara Oceans,SAMEA2620527,-21.4513,54.2757,"(-21.4513,54.2757),(-21.4689,54.3066)",80,,Tue May 11 2010 10:40:00 GMT-0700 (MST),Tue May 11 2010 12:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,202.818,24.8665,0.244232
Tara Oceans,SAMEA2620503,-21.4603,54.3052,"(-21.4603,54.3052),(-21.5043,54.3563)",5,,Tue May 11 2010 03:42:00 GMT-0700 (MST),Tue May 11 2010 06:40:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.69,27.2591,0.244232
Tara Oceans,SAMEA2620292,4.6599,73.4858,"(4.6599,73.4858),(4.6599,73.4856)",5,,Mon Apr 05 2010 10:02:00 GMT-0700 (MST),Mon Apr 05 2010 12:29:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.404,29.9618,-0.711536
Tara Oceans,SAMEA2620113,18.735,66.3895,"(18.735,66.3895),(18.7341,66.3896)",270,,Sat Mar 20 2010 08:15:00 GMT-0700 (MST),Sat Mar 20 2010 16:00:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,2.30302,15.6142,19.5665
Tara Oceans,SAMEA2620089,18.5679,66.4581,"(18.5679,66.4581),(18.5839,66.4727)",25,,Thu Mar 18 2010 11:33:00 GMT-0700 (MST),Thu Mar 18 2010 12:32:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,192.959,26.8122,-0.611888
Tara Oceans,SAMEA2620043,18.9918,64.5757,"(18.9918,64.5757),(19.0351,64.5638)",340,,Tue Mar 16 2010 06:13:00 GMT-0700 (MST),Tue Mar 16 2010 13:54:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,2.36923,14.9876,22.4446
Tara Oceans,SAMEA2620505,-21.4603,54.3052,"(-21.4603,54.3052),(-21.5043,54.3563)",5,,Tue May 11 2010 03:42:00 GMT-0700 (MST),Tue May 11 2010 06:40:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.69,27.2591,0.244232
Tara Oceans,SAMEA2620396,-2.0367,72.1709,"(-2.0367,72.1709),(-2.0465,72.1568)",5,,Fri Apr 16 2010 04:42:00 GMT-0700 (MST),Fri Apr 16 2010 05:32:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.574,30.2021,-1.82607
Tara Oceans,SAMEA2620378,-0.6623,73.1611,"(-0.6623,73.1611),(-0.6625,73.161)",5,,Thu Apr 15 2010 02:01:00 GMT-0700 (MST),Thu Apr 15 2010 05:28:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,185.733,30.1257,0.477267
Tara Oceans,SAMEA2620071,18.5706,66.5023,"(18.5706,66.5023),(18.5918,66.622)",5,,Thu Mar 18 2010 04:27:00 GMT-0700 (MST),Thu Mar 18 2010 08:32:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,193.354,26.8176,-1.41558
Tara Oceans,SAMEA2621563,-61.9898,-49.3613,"(-61.9898,-49.3613),(-61.9689,-49.5017)",790,,Fri Jan 07 2011 10:39:00 GMT-0700 (MST),Fri Jan 07 2011 12:55:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,203.839,0.45883,38.8212
Tara Oceans,SAMEA2621562,-61.9898,-49.3613,"(-61.9898,-49.3613),(-61.9689,-49.5017)",790,,Fri Jan 07 2011 10:39:00 GMT-0700 (MST),Fri Jan 07 2011 12:55:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,203.839,0.45883,38.8212
Tara Oceans,SAMEA2732536,-62.2093,-49.2285,"(-62.2093,-49.2285),(-62.2024,-49.2382)",90,,Thu Jan 06 2011 18:25:00 GMT-0700 (MST),Thu Jan 06 2011 18:48:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,329.043,-0.783906,30.4221
Tara Oceans,SAMEA2732415,-62.1453,-49.3181,"(-62.1453,-49.3181),(-62.14,-49.3273)",5,,Thu Jan 06 2011 15:29:00 GMT-0700 (MST),Thu Jan 06 2011 15:44:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,345.495,0.758658,28.882
Tara Oceans,SAMEA2621439,-47.1208,-57.8265,"(-47.1208,-57.8265),(-47.2007,-57.9446)",40,,Mon Dec 06 2010 18:58:00 GMT-0700 (MST),Mon Dec 06 2010 22:11:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,306.212,6.97564,17.1118
Tara Oceans,SAMEA2621299,-30.3455,-43.2924,"(-30.3455,-43.2924),(-30.1471,-43.2915)",800,,Fri Nov 05 2010 12:33:00 GMT-0700 (MST),Fri Nov 05 2010 20:39:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,214.842,5.8659,29.7832
Tara Oceans,SAMEA2621298,-30.3455,-43.2924,"(-30.3455,-43.2924),(-30.1471,-43.2915)",800,,Fri Nov 05 2010 12:33:00 GMT-0700 (MST),Fri Nov 05 2010 20:39:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,214.842,5.8659,29.7832
Tara Oceans,SAMEA2621246,-20.9724,-35.2742,"(-20.9724,-35.2742),(-20.9315,-35.1794)",800,,Sun Oct 17 2010 09:05:00 GMT-0700 (MST),Sun Oct 17 2010 13:37:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,192.165,4.74959,34.5895
Tara Oceans,SAMEA2621245,-20.9724,-35.2742,"(-20.9724,-35.2742),(-20.9315,-35.1794)",800,,Sun Oct 17 2010 09:05:00 GMT-0700 (MST),Sun Oct 17 2010 13:37:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,192.165,4.74959,34.5895
Tara Oceans,SAMEA2621190,-8.7887,-17.9142,"(-8.7887,-17.9142),(-8.7986,-17.9034)",800,,Wed Oct 06 2010 07:58:00 GMT-0700 (MST),Wed Oct 06 2010 12:45:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,143.195,4.67387,38.4485
Tara Oceans,SAMEA2621189,-8.7887,-17.9142,"(-8.7887,-17.9142),(-8.7986,-17.9034)",800,,Wed Oct 06 2010 07:58:00 GMT-0700 (MST),Wed Oct 06 2010 12:45:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,143.195,4.67387,38.4485
Tara Oceans,SAMEA2621106,-20.3356,-3.2659,"(-20.3356,-3.2659),(-20.4075,-3.1641)",800,,Tue Sep 21 2010 11:57:00 GMT-0700 (MST),Wed Sep 22 2010 13:16:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,161.731,4.2167,37.7793
Tara Oceans,SAMEA2621105,-20.3356,-3.2659,"(-20.3356,-3.2659),(-20.4075,-3.1641)",800,,Tue Sep 21 2010 11:57:00 GMT-0700 (MST),Wed Sep 22 2010 13:16:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,161.731,4.2167,37.7793
Tara Oceans,SAMEA2621007,-31.056,4.6606,"(-31.056,4.6606),(-31.0198,4.6685)",700,,Mon Sep 13 2010 13:02:00 GMT-0700 (MST),Mon Sep 13 2010 17:43:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,195.169,7.02675,25.8469
Tara Oceans,SAMEA2621006,-31.056,4.6606,"(-31.056,4.6606),(-31.0198,4.6685)",700,,Mon Sep 13 2010 13:02:00 GMT-0700 (MST),Mon Sep 13 2010 17:43:00 GMT-0700 (MST),marine biome,marine mesopelagic zone,particulate matter,195.169,7.02675,25.8469
Tara Oceans,SAMEA2622846,-8.9103,-142.5767,"(-8.9103,-142.5767),(-8.8999,-142.5461)",140,,Tue Aug 09 2011 17:05:00 GMT-0700 (MST),Tue Aug 09 2011 21:37:00 GMT-0700 (MST),oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,160.49,23.7065,3.67243
Tara Oceans,SAMEA2656982,-8.9085,-142.5707,"(-8.9085,-142.5707),(-8.9124,-142.5595)",5,,Mon Aug 08 2011 23:43:00 GMT-0700 (MST),Tue Aug 09 2011 00:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.791,26.8694,6.03141
Tara Oceans,SAMEA2657032,-8.8913,-142.6439,"(-8.8913,-142.6439),(-8.894,-142.631)",5,,Mon Aug 08 2011 21:50:00 GMT-0700 (MST),Mon Aug 08 2011 22:08:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.791,26.8694,6.03141
Tara Oceans,SAMEA2657071,-8.8899,-142.6488,"(-8.8899,-142.6488),(-8.892,-142.6358)",5,,Mon Aug 08 2011 20:16:00 GMT-0700 (MST),Mon Aug 08 2011 20:35:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.791,26.8694,6.03141
Tara Oceans,SAMEA2622826,-8.895,-142.6228,"(-8.895,-142.6228),(-8.9111,-142.5571)",5,,Mon Aug 08 2011 17:33:00 GMT-0700 (MST),Mon Aug 08 2011 19:54:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.303,26.7802,4.98594
Tara Oceans,SAMEA2622824,-8.895,-142.6228,"(-8.895,-142.6228),(-8.9111,-142.5571)",5,,Mon Aug 08 2011 17:33:00 GMT-0700 (MST),Mon Aug 08 2011 19:54:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.303,26.7802,4.98594
Tara Oceans,SAMEA2622804,-9.067,-140.6346,"(-9.067,-140.6346),(-9.0714,-140.5973)",120,,Fri Aug 05 2011 17:31:00 GMT-0700 (MST),Fri Aug 05 2011 22:18:00 GMT-0700 (MST),oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,175.896,25.2218,4.45868
Tara Oceans,SAMEA2657085,-9.1435,-140.5324,"(-9.1435,-140.5324),(-9.1463,-140.515)",5,,Fri Aug 05 2011 01:13:00 GMT-0700 (MST),Fri Aug 05 2011 01:37:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.059,26.5706,6.68578
Tara Oceans,SAMEA2656986,-9.1515,-140.5155,"(-9.1515,-140.5155),(-9.1508,-140.4969)",5,,Thu Aug 04 2011 21:27:00 GMT-0700 (MST),Thu Aug 04 2011 21:48:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.786,26.5205,5.05319
Tara Oceans,SAMEA2622774,-9.1552,-140.5284,"(-9.1552,-140.5284),(-9.1504,-140.5216)",5,,Thu Aug 04 2011 18:33:00 GMT-0700 (MST),Thu Aug 04 2011 22:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.724,26.519,5.11186
Tara Oceans,SAMEA2622770,-9.1552,-140.5284,"(-9.1552,-140.5284),(-9.1504,-140.5216)",5,,Thu Aug 04 2011 18:33:00 GMT-0700 (MST),Thu Aug 04 2011 22:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.724,26.519,5.11186
Tara Oceans,SAMEA2622769,-9.1552,-140.5284,"(-9.1552,-140.5284),(-9.1504,-140.5216)",5,,Thu Aug 04 2011 18:33:00 GMT-0700 (MST),Thu Aug 04 2011 22:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.724,26.519,5.11186
Tara Oceans,SAMEA2622766,-9.1552,-140.5284,"(-9.1552,-140.5284),(-9.1504,-140.5216)",5,,Thu Aug 04 2011 18:33:00 GMT-0700 (MST),Thu Aug 04 2011 22:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,190.724,26.519,5.11186
Tara Oceans,SAMEA2622744,-8.896,-140.2861,"(-8.896,-140.2861),(-8.9109,-140.2845)",150,,Mon Aug 01 2011 17:52:00 GMT-0700 (MST),Tue Aug 02 2011 00:37:00 GMT-0700 (MST),oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,161.318,22.1151,5.02326
Tara Oceans,SAMEA2656975,-8.8987,-140.2856,"(-8.8987,-140.2856),(-8.9056,-140.2792)",5,,Sun Jul 31 2011 23:07:00 GMT-0700 (MST),Sun Jul 31 2011 23:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.811,26.6395,5.321
Tara Oceans,SAMEA2657005,-8.8857,-140.2936,"(-8.8857,-140.2936),(-8.8932,-140.2879)",5,,Sun Jul 31 2011 20:41:00 GMT-0700 (MST),Sun Jul 31 2011 20:57:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.811,26.6395,5.321
Tara Oceans,SAMEA2657109,-8.8967,-140.3132,"(-8.8967,-140.3132),(-8.8984,-140.3089)",5,,Sun Jul 31 2011 19:16:00 GMT-0700 (MST),Sun Jul 31 2011 19:26:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.811,26.6395,5.321
Tara Oceans,SAMEA2622719,-8.8951,-140.3174,"(-8.8951,-140.3174),(-8.9068,-140.283)",5,,Sun Jul 31 2011 17:20:00 GMT-0700 (MST),Sun Jul 31 2011 19:33:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.758,26.5762,3.86841
Tara Oceans,SAMEA2622717,-8.8951,-140.3174,"(-8.8951,-140.3174),(-8.9068,-140.283)",5,,Sun Jul 31 2011 17:20:00 GMT-0700 (MST),Sun Jul 31 2011 19:33:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.758,26.5762,3.86841
Tara Oceans,SAMEA2657026,-8.9437,-139.2862,"(-8.9437,-139.2862),(-8.9543,-139.26)",115,,Thu Jul 28 2011 23:05:00 GMT-0700 (MST),Thu Jul 28 2011 23:46:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,180.424,25.4577,5.51009
Tara Oceans,SAMEA2657064,-8.9648,-139.2342,"(-8.9648,-139.2342),(-8.9748,-139.2091)",115,,Thu Jul 28 2011 21:42:00 GMT-0700 (MST),Thu Jul 28 2011 22:25:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,182.9,25.7403,6.1906
Tara Oceans,SAMEA2657075,-8.9502,-139.2562,"(-8.9502,-139.2562),(-8.957,-139.2422)",115,,Thu Jul 28 2011 20:28:00 GMT-0700 (MST),Thu Jul 28 2011 20:57:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,177.604,24.6627,3.87394
Tara Oceans,SAMEA2622699,-8.9632,-139.2276,"(-8.9632,-139.2276),(-9.0063,-139.1394)",115,,Thu Jul 28 2011 17:01:00 GMT-0700 (MST),Thu Jul 28 2011 20:03:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,179.917,24.6963,2.33358
Tara Oceans,SAMEA2657070,-8.9946,-139.2932,"(-8.9946,-139.2932),(-8.996,-139.2815)",5,,Wed Jul 27 2011 01:27:00 GMT-0700 (MST),Wed Jul 27 2011 01:45:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,186.984,26.5644,5.94839
Tara Oceans,SAMEA2657094,-9.0049,-139.2181,"(-9.0049,-139.2181),(-9.006,-139.206)",5,,Tue Jul 26 2011 23:30:00 GMT-0700 (MST),Tue Jul 26 2011 23:49:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,186.984,26.5644,5.94839
Tara Oceans,SAMEA2657010,-8.994,-139.2311,"(-8.994,-139.2311),(-8.9948,-139.2172)",5,,Tue Jul 26 2011 21:42:00 GMT-0700 (MST),Tue Jul 26 2011 22:03:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,186.984,26.5644,5.94839
Tara Oceans,SAMEA2622661,-8.9721,-139.2742,"(-8.9721,-139.2742),(-8.9971,-139.1963)",5,,Tue Jul 26 2011 17:10:00 GMT-0700 (MST),Tue Jul 26 2011 19:41:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,186.241,26.5441,3.98636
Tara Oceans,SAMEA2622660,-8.9721,-139.2742,"(-8.9721,-139.2742),(-8.9971,-139.1963)",5,,Tue Jul 26 2011 17:10:00 GMT-0700 (MST),Tue Jul 26 2011 19:41:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,186.241,26.5441,3.98636
Tara Oceans,SAMEA2656980,-16.9785,-100.6915,"(-16.9785,-100.6915),(-16.9763,-100.6794)",90,,Wed Jun 01 2011 22:20:00 GMT-0700 (MST),Wed Jun 01 2011 22:48:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,211.719,20.4459,2.41002
Tara Oceans,SAMEA2657019,-16.9753,-100.6753,"(-16.9753,-100.6753),(-16.9741,-100.6683)",90,,Wed Jun 01 2011 21:56:00 GMT-0700 (MST),Wed Jun 01 2011 22:13:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,211.719,20.4459,2.41002
Tara Oceans,SAMEA2622490,-16.9687,-100.7324,"(-16.9687,-100.7324),(-16.9587,-100.6751)",90,,Tue May 31 2011 20:28:00 GMT-0700 (MST),Tue May 31 2011 23:10:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,211.546,19.8814,1.41152
Tara Oceans,SAMEA2622489,-16.9687,-100.7324,"(-16.9687,-100.7324),(-16.9587,-100.6751)",90,,Tue May 31 2011 20:28:00 GMT-0700 (MST),Tue May 31 2011 23:10:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,211.546,19.8814,1.41152
Tara Oceans,SAMEA2622487,-16.9687,-100.7324,"(-16.9687,-100.7324),(-16.9587,-100.6751)",90,,Tue May 31 2011 20:28:00 GMT-0700 (MST),Tue May 31 2011 23:10:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,211.546,19.8814,1.41152
Tara Oceans,SAMEA2656988,-16.9554,-100.6971,"(-16.9554,-100.6971),(-16.9554,-100.6911)",5,,Tue May 31 2011 17:08:00 GMT-0700 (MST),Tue May 31 2011 17:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,209.228,22.762,2.59718
Tara Oceans,SAMEA2657036,-16.9572,-100.662,"(-16.9572,-100.662),(-16.9581,-100.6588)",5,,Tue May 31 2011 15:41:00 GMT-0700 (MST),Tue May 31 2011 15:53:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.865,22.7687,2.56873
Tara Oceans,SAMEA2622465,-16.9554,-100.6925,"(-16.9554,-100.6925),(-16.9601,-100.6335)",5,,Tue May 31 2011 14:25:00 GMT-0700 (MST),Tue May 31 2011 16:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.865,22.7687,2.56873
Tara Oceans,SAMEA2622463,-16.9554,-100.6925,"(-16.9554,-100.6925),(-16.9601,-100.6335)",5,,Tue May 31 2011 14:25:00 GMT-0700 (MST),Tue May 31 2011 16:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.865,22.7687,2.56873
Tara Oceans,SAMEA2622461,-16.9554,-100.6925,"(-16.9554,-100.6925),(-16.9601,-100.6335)",5,,Tue May 31 2011 14:25:00 GMT-0700 (MST),Tue May 31 2011 16:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.865,22.7687,2.56873
Tara Oceans,SAMEA2657076,2.0361,-84.5565,"(2.0361,-84.5565),(2.0218,-84.5652)",40,,Fri May 13 2011 20:14:00 GMT-0700 (MST),Fri May 13 2011 20:38:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,203.119,27.6105,1.07291
Tara Oceans,SAMEA2657103,2.0361,-84.5565,"(2.0361,-84.5565),(2.0218,-84.5652)",40,,Fri May 13 2011 20:14:00 GMT-0700 (MST),Fri May 13 2011 20:38:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,203.119,27.6105,1.07291
Tara Oceans,SAMEA2622347,2.0663,-84.5304,"(2.0663,-84.5304),(2.0299,-84.5546)",30,,Thu May 12 2011 22:15:00 GMT-0700 (MST),Thu May 12 2011 23:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,203.128,26.532,3.88661
Tara Oceans,SAMEA2622345,2.0663,-84.5304,"(2.0663,-84.5304),(2.0299,-84.5546)",30,,Thu May 12 2011 22:15:00 GMT-0700 (MST),Thu May 12 2011 23:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,203.128,26.532,3.88661
Tara Oceans,SAMEA2622343,2.0663,-84.5304,"(2.0663,-84.5304),(2.0299,-84.5546)",30,,Thu May 12 2011 22:15:00 GMT-0700 (MST),Thu May 12 2011 23:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,203.128,26.532,3.88661
